Id,winPlacePerc
7f96b2f878858a,0.31921546564134995
eef90569b9d03c,0.45501493407118343
1eaf90ac73de72,0.49509078430223197
4616d365dd2853,0.23072523647689464
315c96c26c9aac,0.34029723492703773
ff79c12f326506,0.25082664254444936
95959be0e21ca3,0.03704822399817437
311b84c6ff4390,0.571343741550363
1a68204ccf9891,0.38380188353875133
e5bb5a43587253,0.08183985382046571
2b574d43972813,0.31952074231158223
8de328a74658a9,0.34984139933755126
ce4f6ac165705e,0.9374316352027392
b7807186e3f679,0.8439692569577302
8e244ac61b6aab,0.6805302693715496
12d8d4bd94312c,0.3259070171999419
62f2f0917d84b2,0.8200173568439972
92022479b92ce7,0.8666225085610484
7bd224781f064b,0.16827839956759105
71cbdbc3b263e5,0.8081898785118169
02ace8c6e58461,0.7764905608103041
00341b1caa5420,0.19540894263202424
9b2961d4d51f91,0.6829045525840813
0b6fbdfb59c994,0.8450288571118978
736eda9b9c20b3,0.8182650337773594
4c45dc732689ec,0.7538835128072714
91f5da9c3628eb,0.0715080479378764
dbf611495bfda3,0.6480146073557836
f9473c4f1cfdc4,1.056396059765995
ac5b57ff39979c,0.08749053365199022
3a4e362d28f411,0.3329965536539112
4d16222292e9c8,0.1859684011653533
e050d1f179d289,0.5004937390097327
4b604176d374e0,0.5053081923733503
e2d4735f01b693,0.30369658399583377
47143f942503e0,0.4001961001016261
269c3fc4a26935,0.6563445061079685
c520f86dcd195a,0.14426969448266524
5cb863f7ac0dcd,0.7085875501231098
6e55ca8db3570e,0.24786638375358022
ffd9e56f13438e,0.40454607735477693
5b0bb2ecf3c824,0.0631338517567307
ca3c89d8045645,0.189292677999989
bc6194d5fa2fe5,0.45758403420408233
46ec2eef21c254,0.7248810944519646
921456e81f6fe7,0.7627922169801413
316fce57a4480c,0.17822446494670413
8dfd8c4ea2861d,0.2309517846207902
0ba4529562941c,0.4634940322697369
c5d63a04ebad0e,0.536436022485662
c67405a29d8d94,0.48582208140392086
e36b06a7553224,0.3426225286020437
e375584f42732e,0.2857320921444835
6178abb3fa1d4c,0.3865741701080742
6d22bbb91be111,0.8182232370283331
d79cdeb0ac6eb5,0.7367552707600934
ccd2eb49c09d77,0.9207159780949568
7e8f5c11aa9dd9,0.46595639927078414
a02d62f153b033,0.2869784921369831
d551381427e157,0.6247287731929829
5c46a37a783839,0.6878251790374241
dd87e30dc17eff,0.967413089010088
eea397f23204bd,0.2867178789615595
73348483a5974b,0.21586075236896746
d2690c6ee5798c,0.42696867062505495
b83ba80e820303,0.5282883299744834
43bfa2926267fc,1.1932237286172391
22252be49d4419,0.8998529396235124
b980859d30a6b2,0.2876393125291249
caa1a36afeb7b2,0.29707786260637603
83fac43ac28f44,0.7051530494879007
83d0b9e08b6e72,0.7314396377225285
84aa77226db78f,0.8527547870814329
a6ee0f6ffa8bb6,1.040173261072106
8b3cdbefd1f408,0.044404058113526046
03cab96432e075,0.6496465820750111
5bb54605cf686f,0.4163366151507587
5d8016d7aa9437,0.5949658828828166
b23e720058fc87,0.13530213436418614
306cdfb564445f,0.2178067836189696
9f3b1c12a9f2ec,0.010879586095246474
ee3025cc18e7c9,0.8991570372518236
ba6ae608ca5f37,0.2709536743489077
498c5db01d537c,0.5562661587526269
e62133b0c6f55d,0.5351468630723979
95aaab951e3eec,0.8687456812885926
07719d6195d86b,0.26362332221843443
3dc087431e40f1,0.792056855162408
416fafd3666b44,0.48934925167015664
677089d4226510,0.1891620766650408
35d182d668c400,0.3592801538032093
5fd62798396ca8,0.10065980535281571
278fb2f43fc27b,0.37709477426311927
48649b6932f7df,0.44498957547737933
e14843dc63bf7a,0.35832342805284606
7f3d7f85e7736e,0.39519686625204387
707756a08b72fe,0.24262582850926329
2bea3a18442001,0.890553802373341
8fc5c0d83de539,0.3030767328905634
249c7209d743ed,0.10756139381875601
18d002b46b1abc,0.8647129024674067
707550186fd7f7,0.8874895896458231
04c32b79188af7,0.1222405499620347
c4260ce3746cf8,0.050673468453103054
ea298bfc126b74,0.6364229610221688
9df583833b18fb,0.6430561797522678
cfa11f07d80695,0.6854962254931096
7970b4ea89e81e,0.881712772190584
4eb922611c2099,0.36220168231520333
de93ba20446980,-0.01447787152771185
de1e7870d95850,0.16754127080918269
be91dbb39a9248,0.4931771940208897
05a0034ba0b373,0.33116703209059256
e264f7f399aa6a,0.9289258823599751
caf2cdfae38ea0,0.16115708584146982
97826efa3ce126,0.3723204023937763
6adb021f5165ff,0.12656221249901634
e38796a3b026fb,0.38671197275233354
953577684b828a,0.9398529077412239
3b53520db7cdfe,0.2838350622903524
4db4a1a8eb663d,0.5328081661500877
d08ce24e7a7973,0.4348033100498519
28964be8892dbb,0.48365904607297544
174c758156bcf3,0.9182590206154135
496a426b1df292,0.6159517838103987
43a76f346869cd,0.3593469736698428
2a380e25c242d5,0.6674782766524976
3cbab6d3b50b46,0.5711597299186758
778bd3638d82a0,0.15010410909382038
7a3a766bf6ef36,0.8558197895169044
70468fefd77502,0.9131310420016067
9d0db0d43f0358,0.724120259384942
2d961430e682a0,0.36577157265541355
9c0e63787ad038,0.07350577693628058
438096d874d435,0.6080485027107627
c19e2a194ea6ae,0.17287216119050292
75b8570b213f74,0.4190428324252826
76e0fbe2b8f60c,0.345208634986827
d57bffcbbfe1f4,0.19807004591776872
a59af7c8a09bd3,0.15064522515617046
09f7ce13bbc035,0.31305829403125646
2b0a952890c045,0.6365828250421484
e25b9615072ee0,0.9071484990534806
891db3192d2a02,0.08472884984964552
4162ba1d36b0d4,0.1008916283730456
4d18bfb2995c2d,0.5421985637219903
966dbb6ea37f70,0.2952527274415409
